state,route,busname,price,bustype,departing_time,duration,reaching_time,star_rating,seats_available,type,date_of_scrape
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,MMK Travels,₹ 700,A/C Semi Sleeper / Sleeper (2+1),22:30,9h,07:30,4.3,26 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,SKS Tours & Travels,₹ 899,A/C Sleeper (2+1),21:15,8h 30m,05:45,4.3,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,NS Transports,₹ 854,A/C Sleeper (2+1),22:45,8h 30m,07:15,4.2,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,Highline Transports,₹ 889,VE A/C Sleeper (2+1),21:25,9h,06:25,4.2,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,DLT BUS,₹ 999,A/C Sleeper (2+1),22:30,9h,07:30,4.1,9 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,Kyros Connect,₹ 799,Bharat Benz A/C Semi Sleeper (2+2),23:00,10h,09:00,4.1,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,SKS Tourist Corporation (REGD),₹ 599,Non A/C Seater / Sleeper (2+1),21:30,8h 30m,06:00,4.1,16 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,SAAM BUS,₹ 800,VE A/C Sleeper (2+1),21:45,9h,06:45,3.8,16 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,DA Transports,₹ 719,A/C Sleeper (2+1),18:55,12h,06:55,3.8,21 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,NS Transports,₹ 629,NON A/C Semi Sleeper / Sleeper (2+1),22:15,8h 15m,06:30,3.7,15 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,National travels and logistics,₹ 749,A/C Sleeper (2+1),22:30,8h 45m,07:15,3.6,14 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,SAAM BUS,₹ 650,A/C Seater / Sleeper (2+1),21:45,8h 20m,06:05,3.6,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,NS Transports,₹ 629,NON A/C Semi Sleeper / Sleeper (2+1),21:45,8h 25m,06:10,3.5,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,A1 Travels,₹ 500,NON A/C Seater / Sleeper (3+1),21:00,9h 45m,06:45,3.5,34 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,P K Travels,₹ 900,Bharat Benz A/C Sleeper (2+1),22:15,8h 30m,06:45,4.2,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 553,₹ 762,Super Express Non AC Seater Air Bus (2+2),16:45,8h 55m,01:40,3.2,6 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 789,₹ 474,Super Fast Non AC Seater (2+3),20:00,7h,03:00,3.6,6 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 1585,₹ 762,Swift Deluxe Non AC Air Bus (2+2),20:40,9h 5m,05:45,4.2,25 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 1586,₹ 762,Swift Deluxe Non AC Air Bus (2+2),21:30,8h 55m,06:25,3.3,30 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 2133,₹ 762,Swift Deluxe Non AC Air Bus (2+2),22:10,9h 10m,07:20,3.7,23 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 54,₹ 914,Garuda Premium,22:25,6h 55m,05:20,4.4,12 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 574,₹ 677,Super Express Non AC Seater Air Bus (2+2),23:00,10h 35m,09:35,3.7,30 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 583,₹ 677,Swift Deluxe Non AC Air Bus (2+2),23:30,10h 15m,09:45,4.2,25 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Bangalore to Kozhikode,KSRTC (Kerala) - 56,₹ 863,SWIFT-GARUDA A/C SEATER BUS,23:40,10h 10m,09:50,4.2,32 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,A1 Travels,₹ 650,Non A/C Seater / Sleeper (2+1),20:10,3h 54m,00:04,3.3,28 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,A1 Travels,₹ 550,NON A/C Semi Sleeper (2+2),21:00,4h 30m,01:30,4,11 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,EMERALD TRAVELS,₹ 800,Bharat Benz A/C Seater /Sleeper (2+1),22:10,4h 30m,02:40,3,28 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,EMERALD TRAVELS,₹ 800,Bharat Benz A/C Semi Sleeper (2+2),22:10,4h 30m,02:40,3,30 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,A1 Travels,₹ 750,Bharat Benz A/C Seater /Sleeper (2+1),22:15,4h 30m,02:45,3,20 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,A1 Travels,₹ 700,Bharat Benz A/C Seater /Sleeper (2+1),22:30,4h,02:30,3.4,29 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,CITI TOURS,₹ 600,Bharat Benz A/C Sleeper (2+1),22:45,4h 15m,03:00,3.3,27 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,Achayans Holidays,₹ 560,VE A/C Semi Sleeper (2+2),23:00,4h 50m,03:50,4,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,LIYAS TOURS,₹ 949,Bharat Benz A/C Sleeper (2+1),23:15,4h,03:15,3.8,3 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,Sonia Travels,₹ 680,A/C Seater/Sleeper (2+1),23:30,4h 59m,04:29,4,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 4161,₹ 230,Super Fast Non AC Seater (2+3),16:45,4h 54m,21:39,3.2,29 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 2900,₹ 383,Low Floor AC Seater 2+2,18:00,6h 15m,00:15,2.4,5 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 1872,₹ 383,Low Floor AC Seater 2+2,18:30,5h 14m,23:44,3.8,3 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 2453,₹ 383,Low Floor AC Seater 2+2,19:00,4h 55m,23:55,3.4,14 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 3991,₹ 309,Swift Deluxe Non AC Air Bus (2+2),19:40,4h 45m,00:25,2.5,5 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 2393,₹ 383,Low Floor AC Seater 2+2,20:30,5h 14m,01:44,3.9,7 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 3981,₹ 309,Swift Deluxe Non AC Air Bus (2+2),20:40,4h 50m,01:30,3.2,5 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 827,₹ 269,Super Fast Non AC Seater (2+3),21:05,4h 55m,02:00,4.4,37 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 3901,₹ 255,Super Fast Non AC Seater (2+3),21:30,5h 29m,02:59,3.7,39 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Ernakulam,KSRTC (Kerala) - 2454,₹ 383,Low Floor AC Seater 2+2,21:40,4h 20m,02:00,3.5,21 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,ESTEEM TOURS & TRAVELS,₹ 700,Bharat Benz A/C Seater /Sleeper (2+1),20:05,9h 55m,06:00,4.4,5 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,DLT BUS,₹ 900,A/C Sleeper (2+1),21:45,8h 45m,06:30,4.3,11 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,MMK Travels,₹ 700,Bharat Benz A/C Seater / Sleeper (2+2),21:30,8h 30m,06:00,4.2,16 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,SKS Tours & Travels,₹ 899,A/C Sleeper (2+1),21:00,9h,06:00,4.3,10 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,SKS Tourist Corporation (REGD),₹ 599,Non A/C Seater / Sleeper (2+1),20:30,9h,05:30,4.3,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,NS Transports,₹ 809,A/C Sleeper (2+1),20:15,9h 15m,05:30,4.2,11 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,Highline Transports,₹ 889,VE A/C Sleeper (2+1),21:00,9h 45m,06:45,4,15 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,NS Transports,₹ 629,NON A/C Semi Sleeper / Sleeper (2+1),19:30,9h,04:30,4,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,NS Transports,₹ 674,NON A/C Semi Sleeper / Sleeper (2+1),20:30,8h 50m,05:20,3.9,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,National travels and logistics,₹ 579,NON A/C Sleeper (2+1),20:45,9h 30m,06:15,3.9,8 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,KSRTC (Kerala) - 578,₹ 762,Swift Deluxe Non AC Air Bus (2+2),18:00,9h 5m,03:05,3.9,17 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,KSRTC (Kerala) - 72,₹ 976,SWIFT-GARUDA A/C SEATER BUS,19:05,9h 20m,04:25,3.8,29 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,KSRTC (Kerala) - 1583,₹ 762,Swift Deluxe Non AC Air Bus (2+2),20:00,8h 50m,04:50,3.2,22 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,KSRTC (Kerala) - 234,₹ 742,Swift Deluxe Non AC Air Bus (2+2),21:00,9h 10m,06:10,3.5,22 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,KSRTC (Kerala) - 1584,₹ 762,Swift Deluxe Non AC Air Bus (2+2),21:30,8h 45m,06:15,3.7,24 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Bangalore,KSRTC (Kerala) - 50,₹ 762,Swift Deluxe Non AC Air Bus (2+2),22:00,8h 55m,06:55,4.1,14 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Sheraton Tours and Travels,₹ 600,Bharat Benz A/C Seater /Sleeper (2+1),20:00,5h 45m,01:45,3.3,4 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Adrin Travels,₹ 900,Bharat Benz A/C Seater /Sleeper (2+1),20:00,4h 55m,00:55,3.4,23 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Crownline Travels,₹ 699,A/C Sleeper (2+1),20:45,5h,01:45,4.1,20 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Kalpaka Travels 1,₹ 700,A/C Sleeper (2+1),20:45,5h 45m,02:30,4,8 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Adrin Travels,₹ 900,A/C Seater/Sleeper (2+1),21:00,5h,02:00,3.4,24 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Cochin Bus,₹ 730,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:15,5h 15m,02:30,4.8,11 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,UFO Bus,₹ 799,Bharat Benz A/C Sleeper (2+1),21:15,5h 30m,02:45,3.5,10 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Global Transport,₹ 499,A/C Semi Sleeper (2+2),21:15,5h 31m,02:46,4.7,28 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Madhavi Travels,₹ 549,A/C Semi Sleeper (2+2),21:30,4h 45m,02:15,4,9 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Cochin Bus,₹ 730,Bharat Benz A/C Seater /Sleeper (2+1),21:30,5h 15m,02:45,4.8,16 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Cochin Bus,₹ 900,Volvo Multi Axle B9R A/C Sleeper (2+1),21:30,5h,02:30,4.8,3 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Cochin Bus,₹ 900,A/C Sleeper (2+1),21:30,5h,02:30,4.8,4 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,UFO Bus,₹ 649,Volvo Multi-Axle B9R A/c Semi Sleeper (2+2),21:30,5h 15m,02:45,4.3,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,SONIA LUXURY LINES,₹ 730,VE A/C Seater / Sleeper (2+1),21:35,4h 35m,02:10,4.5,17 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Achayans Holidays,₹ 560,VE A/C Semi Sleeper (2+2),21:35,4h 40m,02:15,4,26 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Madhavi Travels,₹ 799,A/C Sleeper (2+1),21:40,4h 15m,01:55,4.5,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Madhavi Travels,₹ 599,A/C Semi Sleeper (2+2),21:40,5h 55m,03:35,3.8,8 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,SG Travels,₹ 789,Bharat Benz A/C Sleeper (2+1),21:45,4h 45m,02:30,4.8,5 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Arya Travels,₹ 695,A/C Sleeper (2+1),21:45,5h 30m,03:15,3.6,17 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Madhavi Travels,₹ 549,A/C Semi Sleeper (2+2),21:50,5h 45m,03:35,3.9,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Madhavi Travels,₹ 849,A/C Sleeper (2+1),22:00,5h,03:00,3.1,8 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Kalpaka Travels 1,₹ 549,A/C Semi Sleeper (2+2),22:00,5h,03:00,4.3,15 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,New Friends Travels,₹ 929,A/C Sleeper (2+1),23:57,4h 53m,04:50,3.8,19 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,A1 Travels,₹ 800,Bharat Benz A/C Seater /Sleeper (2+1),23:59,5h 31m,05:30,3.7,21 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Shajees Motors,₹ 495,A/C Semi Sleeper (2+2),19:05,6h 10m,01:15,2.9,12 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Holy Maria Travels,₹ 549,A/C Semi Sleeper (2+2),20:50,5h 30m,02:20,2.1,18 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Ubc travels,₹ 900,Bharat Benz A/C Seater /Sleeper (2+1),21:00,4h 45m,01:45,2.5,41 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Sonia Travels,₹ 550,A/C Semi Sleeper (2+2),22:00,4h 45m,02:45,2.8,27 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,Sonia Travels,₹ 680,A/C Seater/Sleeper (2+1),22:00,4h 29m,02:29,2.8,19 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,A1 Travels,₹ 700,Bharat Benz A/C Seater /Sleeper (2+1),23:59,5h 1m,05:00,2.2,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 2819,₹ 269,Super Fast Non AC Seater (2+3),16:50,5h 50m,22:40,1.6,40 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 2572,₹ 261,Fast Passenger Non AC Seater (2+3),17:10,6h 40m,23:50,2.8,33 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 723,₹ 269,Super Fast Non AC Seater (2+3),17:40,5h 25m,23:05,3.7,40 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 2569,₹ 261,Fast Passenger Non AC Seater (2+3),18:00,6h 35m,00:35,1.8,34 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 2517,₹ 309,Swift Deluxe Non AC Air Bus (2+2),18:36,4h 40m,23:16,2.4,4 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 3900,₹ 255,Super Fast Non AC Seater (2+3),19:00,5h 50m,00:50,2.8,30 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 915,₹ 261,Super Fast Non AC Seater (2+3),21:35,5h 35m,03:10,3.6,22 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 352,₹ 269,Super Fast Non AC Seater (2+3),21:45,5h 10m,02:55,3,27 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 1028,₹ 269,Super Fast Non AC Seater (2+3),22:05,4h 55m,03:00,2.8,34 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Ernakulam to Kozhikode,KSRTC (Kerala) - 4036,₹ 524,AC MULTI AXLE,22:25,4h 25m,02:50,2.8,20 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,LIYAS TOURS,₹ 649,Bharat Benz A/C Sleeper (2+1),17:25,5h 50m,23:15,4.7,5 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,Cochin Bus,₹ 600,Bharat Benz A/C Seater /Sleeper (2+1),18:00,5h 55m,23:55,4.9,10 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,Suraj Holidays,₹ 649,NON A/C Seater/ Sleeper (2+1),23:00,7h,06:00,3.8,21 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,A1 Travels,₹ 500,NON A/C Seater / Sleeper (3+1),23:40,7h 5m,06:45,4.5,38 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,SKS Tourist Corporation (REGD),₹ 599,Non A/C Seater / Sleeper (2+1),23:55,6h 5m,06:00,3.8,21 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,NS Transports,₹ 629,NON A/C Semi Sleeper / Sleeper (2+1),23:57,6h 33m,06:30,4.2,26 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,ESTEEM TOURS & TRAVELS,₹ 750,Bharat Benz A/C Seater /Sleeper (2+1),23:59,6h 56m,06:55,5,25 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,NS Transports,₹ 629,NON A/C Semi Sleeper / Sleeper (2+1),23:59,6h 11m,06:10,4.2,17 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,Galaxy Tours,₹ 600,A/C Seater/Sleeper (2+1),01:00,5h 30m,06:30,3,18 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,Go Link,₹ 650,A/C Sleeper (2+1),01:30,6h,07:30,3.7,26 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,KSRTC (Kerala) - 3771,₹ 293,Super Fast Non AC Seater (2+3),16:45,5h 45m,22:30,3.8,41 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,KSRTC (Kerala) - 798,₹ 293,Super Fast Non AC Seater (2+3),17:00,6h,23:00,1.9,35 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,KSRTC (Kerala) - 3772,₹ 293,Super Fast Non AC Seater (2+3),18:30,5h 45m,00:15,3.1,30 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,KSRTC (Kerala) - 380,₹ 390,Swift Deluxe Non AC Air Bus (2+2),18:35,5h 45m,00:20,3.8,2 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,KSRTC (Kerala) - 789,₹ 474,Super Fast Non AC Seater (2+3),22:20,4h 40m,03:00,3.8,7 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Mysore to Kozhikode,KSRTC (Kerala) - 1077,₹ 348,Super Fast Non AC Seater (2+3),22:30,7h 20m,05:50,3.7,33 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,Bharathi Travels,₹ 550,A/C Sleeper (2+1),15:40,5h 20m,21:00,3.5,17 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,NS Transports,₹ 629,NON A/C Semi Sleeper / Sleeper (2+1),19:30,7h,02:30,4.2,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,ESTEEM TOURS & TRAVELS,₹ 700,Bharat Benz A/C Seater /Sleeper (2+1),20:05,7h 35m,03:40,4.4,5 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,NS Transports,₹ 809,A/C Sleeper (2+1),20:15,6h 25m,02:40,4.2,11 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,SAAM BUS,₹ 800,VE A/C Sleeper (2+1),20:30,7h 30m,04:00,3.6,16 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,Suraj Holidays,₹ 599,NON A/C Seater/ Sleeper (2+1),20:30,6h,02:30,4.4,18 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,NS Transports,₹ 674,NON A/C Semi Sleeper / Sleeper (2+1),20:30,6h,02:30,4.2,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,PADIKKAL TRAVELS PRIVATE LIMITED,₹ 810,A/C Sleeper (2+1),20:30,6h 20m,02:50,3.2,7 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,MMK Travels,₹ 699,A/C Seater / Sleeper (2+1),20:30,6h 30m,03:00,4.2,27 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,SKS Tourist Corporation (REGD),₹ 599,Non A/C Seater / Sleeper (2+1),20:30,7h,03:30,3.6,23 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 578,₹ 474,Swift Deluxe Non AC Air Bus (2+2),18:00,6h 45m,00:45,4.5,25 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 72,₹ 596,SWIFT-GARUDA A/C SEATER BUS,19:05,7h,02:05,4.5,30 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 1583,₹ 474,Swift Deluxe Non AC Air Bus (2+2),20:00,6h 30m,02:30,4,25 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 234,₹ 453,Swift Deluxe Non AC Air Bus (2+2),21:00,6h 50m,03:50,2.4,29 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 1584,₹ 474,Swift Deluxe Non AC Air Bus (2+2),21:30,6h 25m,03:55,3.8,34 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 50,₹ 474,Swift Deluxe Non AC Air Bus (2+2),22:00,6h 35m,04:35,4.3,15 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 719,₹ 348,Ordinary 3+2 Non AC Seater,23:00,6h 40m,05:40,3.8,41 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kozhikode to Mysore,KSRTC (Kerala) - 96,₹ 390,Swift Deluxe Non AC Air Bus (2+2),23:50,4h 55m,04:45,3.4,35 Seats,Government,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,MMK Travels,₹ 700,A/C Seater / Sleeper (2+1),23:45,6h 15m,06:00,4.6,15 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,Highline Transports,₹ 889,VE A/C Sleeper (2+1),23:15,7h 30m,06:45,4.2,15 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,A1 Travels,₹ 500,NON A/C Seater / Sleeper (3+1),22:55,7h 20m,06:15,4.2,24 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,DLT BUS,₹ 900,A/C Sleeper (2+1),23:59,6h 31m,06:30,4.6,13 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,Kyros Connect,₹ 799,Bharat Benz A/C Semi Sleeper (2+2),15:45,7h 30m,23:15,3.9,11 Seats,Private,02-08-2025
Kerala RTC Online Ticket Booking,Kalpetta (kerala) to Bangalore,MCK Travels,₹ 649,A/C Seater/Sleeper (2+1),23:05,7h 45m,06:50,,20 Seats,Private,02-08-2025
