state,route,busname,price,bustype,departing_time,duration,reaching_time,star_rating,seats_available,type,date_of_scrape
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,RSRTC - 177797,₹ 891,A/C Seater / Sleeper (2+1),21:00,5h 30m,02:30,4.4,18 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,FlixBus,"₹ 1,053",A/C Sleeper (2+1),21:40,5h,02:40,4.6,5 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,IntrCity SmartBus,₹ 439,Bharat Benz A/C Seater /Sleeper (2+1),23:30,5h 15m,04:45,4.7,18 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,Sethi Yatra Company,₹ 750,A/C Seater / Sleeper (2+1),20:00,4h 30m,00:30,4.4,8 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,PTC-SkyBus,₹ 600,VE A/C Seater / Sleeper (2+1),18:15,4h 35m,22:50,4.7,12 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,FlixBus,₹ 508,Bharat Benz A/C Semi Sleeper (2+2),22:00,4h 50m,02:50,4.6,47 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,Ashok Bus Service,₹ 499,VE A/C Sleeper (2+1),23:10,4h 20m,03:30,4.2,30 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,FlixBus,"₹ 1,115",Bharat Benz A/C Sleeper (2+1),23:10,4h 25m,03:35,4.3,4 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,Laxmi holidays,₹ 364,Bharat Benz A/C Seater /Sleeper (2+1),23:00,5h 30m,04:30,4.6,32 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,Raj Kalpana Travels Pvt.Ltd,₹ 499,A/C Seater/Sleeper (2+1),17:00,4h 5m,21:05,4.1,6 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - AZR0185,₹ 516,Rajdhani Non AC Seater 2+3,17:52,6h 26m,00:18,,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - CBG0054,₹ 527,Ordinary Express Non AC Seater 2+2,18:00,6h 45m,00:45,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - AWD0011,₹ 644,Janrath AC Seater 2+2,18:00,6h 15m,00:15,3.3,36 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - HPR0176,₹ 494,Ordinary Express Non AC Seater 2+2,18:00,4h 30m,22:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - SNL0143,₹ 491,Ordinary Express Non AC Seater 2+2,18:12,6h 57m,01:09,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - SDN0040,₹ 467,Ordinary Express Non AC Seater 2+2,18:30,8h 28m,02:58,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - SNL0003,₹ 491,Ordinary Express Non AC Seater 2+2,18:40,5h 29m,00:09,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - AZS0120,₹ 491,Ordinary Express Non AC Seater 2+2,19:11,4h 23m,23:34,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - SDN0021,₹ 429,Ordinary Express Non AC Seater 2+2,19:19,7h 31m,02:50,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Agra,UPSRTC - SDN0031,₹ 364,Ordinary Non AC Seater 2+3,19:26,8h 44m,04:10,3.3,51 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,New Shree Mahaveer Travels (LKW),₹ 699,A/C Seater / Sleeper (2+1),18:00,5h 30m,23:30,4.4,19 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,Goyal Travels,₹ 700,A/C Seater / Sleeper (2+1),18:35,4h 50m,23:25,3,16 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,IntrCity SmartBus,₹ 419,Bharat Benz A/C Seater /Sleeper (2+1),20:15,4h 10m,00:25,5,15 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,Sethi Yatra Company,₹ 699,A/C Seater / Sleeper (2+1),18:35,5h 5m,23:40,2.2,18 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,Mahalaxmi Travels,₹ 799,Bharat Benz A/C Seater /Sleeper (2+1),19:30,4h,23:30,2.4,5 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,ARORA TRAVELS,₹ 699,Volvo A/C Semi Sleeper (2+2),20:54,4h 45m,01:39,2.6,21 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,Tiwari Travels,"₹ 3,800",A/C Sleeper (2+1),21:00,4h,01:00,2.7,36 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - AWD0008,₹ 388,Janrath AC Seater 2+2,18:00,4h 30m,22:30,3.4,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - ALM0024,₹ 541,Volvo A/C Seater (2+2),18:30,4h 30m,23:00,3.8,37 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - PYD0158,₹ 357,Janrath AC Seater 2+3,19:01,4h 30m,23:31,2.9,48 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - PYD0409,₹ 310,Ordinary Express Non AC Seater 2+2,19:01,4h 58m,23:59,3.3,52 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - ALM0026,₹ 541,Volvo A/C Seater (2+2),19:30,4h 29m,23:59,4.7,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - PYD0411,₹ 310,Ordinary Express Non AC Seater 2+2,20:01,5h,01:01,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - ALM0060,₹ 541,Volvo A/C Seater (2+2),20:30,4h 30m,01:00,4.4,39 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - ALM0185,₹ 541,Volvo A/C Seater (2+2),21:00,4h,01:00,4.5,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - PYD0413,₹ 310,Ordinary Express Non AC Seater 2+2,21:01,5h,02:01,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Prayagraj(Uttar Pradesh) to Lucknow,UPSRTC - PYD0415,₹ 310,Ordinary Express Non AC Seater 2+2,22:01,5h,03:01,3.3,52 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),PTC-SkyBus,₹ 399,A/C Seater/Sleeper (2+1),22:45,5h 35m,04:20,4.5,20 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),PTC-SkyBus,₹ 599,A/C Sleeper (2+1),23:15,4h 45m,04:00,4.8,18 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),New Shree Mahaveer Travels (LKW),₹ 499,A/C Seater / Sleeper (2+1),22:45,5h,03:45,4.3,16 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),Samay Shatabdi Travels Pvt Ltd,₹ 699,AC Sleeper (2+1),22:00,4h 45m,02:45,3.7,23 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),Mahalaxmi Travels,₹ 399,Bharat Benz A/C Seater /Sleeper (2+1),23:45,5h,04:45,2.5,19 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),Vijay Tour and Travels,₹ 899,A/C Seater / Sleeper (2+1),20:30,5h,01:30,3.6,6 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),Mahalaxmi Travels,₹ 499,Bharat Benz A/C Seater /Sleeper (2+1),22:45,5h 5m,03:50,3.3,7 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),Shekhar Travels,"₹ 2,000",A/C Seater / Sleeper (2+1),22:50,3h 30m,02:20,3.3,7 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0094,₹ 390,Ordinary Express Non AC Seater 2+2,18:00,6h 20m,00:20,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0130,₹ 390,Ordinary Express Non AC Seater 2+2,18:01,5h 44m,23:45,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0095,₹ 396,Ordinary Express Non AC Seater 2+2,18:30,5h 50m,00:20,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0131,₹ 396,Ordinary Non AC Seater 2+3,18:31,5h 59m,00:30,3.3,52 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - SDN0134,₹ 392,Ordinary Express Non AC Seater 2+2,18:37,5h 59m,00:36,,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0099,₹ 396,Ordinary Express Non AC Seater 2+2,19:00,6h 15m,01:15,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0132,₹ 396,Ordinary Express Non AC Seater 2+2,19:01,6h 9m,01:10,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - SBD0582,₹ 483,Pink Express AC Seater 2+2,19:02,5h 43m,00:45,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0107,₹ 396,Ordinary Express Non AC Seater 2+2,19:30,5h 30m,01:00,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Bareilly (Uttar Pradesh),UPSRTC - HPR0133,₹ 396,Ordinary Express Non AC Seater 2+2,19:31,5h 49m,01:20,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),Abhay Travels (I.R.T.C),"₹ 1,300",Non A/C Seater / Sleeper (2+1),20:30,9h 30m,06:00,2.5,30 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),Shree Krishna Shtabadi Travels,₹ 600,NON AC Seater / Sleeper 2+1,21:00,9h,06:00,1.7,44 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),Shivendra Travels,"₹ 3,500",A/C Sleeper (2+1),21:00,9h,06:00,2.2,1 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),Shree Krishna Shtabadi Travels,"₹ 1,200",NON A/C Sleeper (2+1),21:00,9h 30m,06:30,1.7,32 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - FKP0034,₹ 514,Ordinary Express Non AC Seater 2+2,17:50,8h 55m,02:45,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0255,₹ 514,Ordinary Express Non AC Seater 2+2,17:58,4h 22m,22:20,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0079,₹ 514,Ordinary Express Non AC Seater 2+2,18:05,5h 25m,23:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0171,₹ 514,Ordinary Express Non AC Seater 2+2,18:06,7h 44m,01:50,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0035,₹ 514,Ordinary Express Non AC Seater 2+2,18:32,8h 3m,02:35,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0292,₹ 514,Rajdhani Non AC Seater 2+3,19:00,4h 55m,23:55,3.3,51 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - FKP0036,₹ 514,Ordinary Express Non AC Seater 2+2,19:00,7h 40m,02:40,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - KSB0264,₹ 487,Ordinary Express Non AC Seater 2+2,19:01,7h,02:01,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0111,₹ 514,Ordinary Express Non AC Seater 2+2,19:03,10h 2m,05:05,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Farrukhabad (Uttar Pradesh),UPSRTC - HDD0174,₹ 514,Ordinary Express Non AC Seater 2+2,19:06,7h 54m,03:00,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,Chaturvedi Bus Service Pvt. Ltd.,₹ 400,NON AC Seater / Sleeper 2+1,20:00,9h 20m,05:20,2.4,30 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,Chaturvedi Bus Service Pvt. Ltd.,₹ 450,Non A/C Seater / Sleeper (2+1),19:30,9h 30m,05:00,3.6,48 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,Abhay Travels (I.R.T.C),"₹ 1,200",Non A/C Seater / Sleeper (2+1),18:00,12h,06:00,2.5,26 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,Shivendra Travels,"₹ 3,500",A/C Sleeper (2+1),20:00,9h 30m,05:30,2.2,1 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,Shree Krishna Shtabadi Travels,₹ 600,NON AC Seater / Sleeper 2+1,18:30,10h 50m,05:20,1.5,44 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,Shree Krishna Shtabadi Travels,"₹ 1,200",NON A/C Sleeper (2+1),19:00,11h 30m,06:30,1.5,32 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - HPR0384,₹ 514,Ordinary Express Non AC Seater 2+2,18:00,8h,02:00,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - FKP0061,₹ 514,Ordinary Express Non AC Seater 2+2,18:00,8h 50m,02:50,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - KSB0989,₹ 487,Ordinary Express Non AC Seater 2+2,18:28,8h 30m,02:58,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - BSR0651,₹ 487,Ordinary Express Non AC Seater 2+2,18:29,7h 47m,02:16,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - KSB1106,₹ 487,Ordinary Express Non AC Seater 2+2,18:30,8h,02:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - LNI0049,₹ 514,Ordinary Express Non AC Seater 2+2,18:30,7h 35m,02:05,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - KSB1108,₹ 487,Ordinary Express Non AC Seater 2+2,18:31,8h,02:31,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - LNI0863,₹ 514,Ordinary Express Non AC Seater 2+2,18:31,8h 29m,03:00,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - BSR0559,₹ 514,Ordinary Express Non AC Seater 2+2,18:32,8h,02:32,,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Farrukhabad (Uttar Pradesh) to Delhi,UPSRTC - BSR0059,₹ 487,Ordinary Express Non AC Seater 2+2,18:32,7h 28m,02:00,3.3,52 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,RSRTC - 192993,₹ 891,A/C Seater / Sleeper (2+1),23:30,4h 50m,04:20,3.4,29 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Mahalaxmi Travels,₹ 399,Bharat Benz A/C Seater /Sleeper (2+1),23:30,5h 9m,04:39,4.2,20 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Laxmi Holidays Pvt Ltd,₹ 452,Bharat Benz A/C Seater /Sleeper (2+1),22:30,4h 30m,03:00,4.6,21 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,RS Yadav Smart Bus,₹ 599,VE A/C Seater / Sleeper (2+2),22:10,4h 30m,02:40,4.3,2 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Laxmi holidays,₹ 419,Bharat Benz A/C Seater /Sleeper (2+1),23:15,4h 30m,03:45,4,16 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Raj Kalpana Travels Pvt.Ltd,₹ 499,A/C Seater / Sleeper (2+1),20:10,3h 49m,23:59,4.2,3 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Laxmi holidays,₹ 407,VE A/C Seater / Sleeper (2+2),23:30,4h 45m,04:15,4.4,17 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Anshi Raj Shree Travels,₹ 599,Bharat Benz A/C Seater /Sleeper (2+1),19:00,4h 59m,23:59,3.9,3 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,RS Yadav Smart Bus,₹ 599,VE A/C Seater / Sleeper (2+1),23:50,5h 20m,05:10,4.2,11 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,Laxmi holidays,₹ 340,Bharat Benz A/C Seater /Sleeper (2+1),21:20,4h 10m,01:30,3.9,4 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - SNL0010,₹ 488,Ordinary Express Non AC Seater 2+2,17:51,8h 47m,02:38,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - AWD0081,₹ 644,Pink Express AC Seater 2+2,18:00,5h 59m,23:59,3.1,41 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - SDN0011,₹ 467,Ordinary Express Non AC Seater 2+2,18:30,8h 44m,03:14,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - SKB0034,₹ 595,Ordinary Express Non AC Seater 2+2,18:30,10h,04:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - CBG0443,₹ 527,Ordinary Express Non AC Seater 2+2,18:32,5h 58m,00:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - SNL0064,₹ 488,Ordinary Express Non AC Seater 2+2,18:51,8h 47m,03:38,,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - TAJ0055,₹ 644,Janrath AC Seater 2+2,19:01,5h 52m,00:53,1,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - TAJ0466,₹ 644,Pink Express AC Seater 2+2,19:02,5h 53m,00:55,3.3,41 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - HPR0174,₹ 494,Ordinary Express Non AC Seater 2+2,19:31,6h 59m,02:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Agra to Lucknow,UPSRTC - AWD0010,₹ 644,Janrath AC Seater 2+2,20:00,6h 13m,02:13,3.7,36 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),RS Yadav Smart Bus,₹ 799,Bharat Benz A/C Seater /Sleeper (2+1),21:40,8h 55m,06:35,4.2,17 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),RS Yadav Smart Bus,₹ 799,VE A/C Seater / Sleeper (2+1),20:30,9h 30m,06:00,4.2,24 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),zingbus plus,₹ 723,Bharat Benz A/C Seater /Sleeper (2+1),22:00,11h 55m,09:55,3.7,19 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),Banke Bihari Tour And Travels,₹ 999,A/C Seater / Sleeper (2+1),20:40,8h,04:40,,42 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),Maneesha Tour And Travels,₹ 648,NON A/C Seater (2+3),22:00,11h,09:00,,55 Seats,Private,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - HPR0368,₹ 658,Ordinary Express Non AC Seater 2+2,18:48,6h 7m,00:55,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - HPR0370,₹ 658,Ordinary Express Non AC Seater 2+2,18:50,5h 20m,00:10,3.3,52 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - STD0678,₹ 658,Ordinary Express Non AC Seater 2+2,19:00,11h,06:00,3.3,52 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - HPR0091,₹ 658,Ordinary Express Non AC Seater 2+2,19:00,9h 30m,04:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - SBD0110,₹ 800,Pink Express AC Seater 2+2,19:01,9h 44m,04:45,2.4,36 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - BSR1061,₹ 658,Ordinary Express Non AC Seater 2+2,19:29,3h 16m,22:45,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - HPR0096,₹ 658,Ordinary Express Non AC Seater 2+2,19:30,7h 20m,02:50,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - HPR0634,₹ 658,Ordinary Express Non AC Seater 2+2,19:33,4h 42m,00:15,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - BSR0535,₹ 658,Ordinary Express Non AC Seater 2+2,19:44,5h 7m,00:51,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Delhi to Sitapur (Uttar Pradesh),UPSRTC - NCL0322,₹ 698,Ordinary Express Non AC Seater 2+2,19:45,8h 45m,04:30,3.3,35 Seats,Government,02-08-2025
Uttar Pradesh State Road Transport Corporation UPSRTC,Lucknow to Mathura,IntrCity SmartBus,₹ 439,Bharat Benz A/C Seater /Sleeper (2+1),23:30,6h 5m,05:35,4.7,18 Seats,Private,02-08-2025
